source	target	value	date	year
salvia divinorum	syrian rue	1	2002-12-01	2002
salvia divinorum	syrian rue	1	2002-02-01	2002
salvia divinorum	psychotria viridis	1	2002-12-01	2002
salvia divinorum	psychotria viridis	1	2002-12-01	2002
salvia divinorum	5-meo-dmt	1	2002-12-01	2002
salvia divinorum	5-meo-dmt	1	2002-05-01	2002
salvia divinorum	mushrooms	1	2002-02-01	2002
salvia divinorum	mushrooms	1	2002-01-01	2002
salvia divinorum	methamphetamine	1	2002-08-01	2002
salvia divinorum	dmt	1	2002-05-01	2002
salvia divinorum	mdma	1	2002-08-01	2002
salvia divinorum	nitrous oxide	1	2002-08-01	2002
salvia divinorum	diazepam	1	2002-01-01	2002
salvia divinorum	kava	1	2002-01-01	2002
salvia divinorum	cannabis	1	2003-12-01	2003
salvia divinorum	cannabis	1	2003-10-01	2003
salvia divinorum	cannabis	1	2003-10-01	2003
salvia divinorum	cannabis	1	2003-06-01	2003
salvia divinorum	cannabis	1	2003-04-01	2003
salvia divinorum	cannabis	1	2003-02-01	2003
salvia divinorum	cannabis	1	2003-01-01	2003
salvia divinorum	alcohol	1	2003-04-01	2003
salvia divinorum	alcohol	1	2003-04-01	2003
salvia divinorum	mdma	1	2003-10-01	2003
salvia divinorum	amanitas	1	2003-11-01	2003
salvia divinorum	psychotria viridis	1	2003-07-01	2003
salvia divinorum	leonotis leonurus	1	2003-02-01	2003
salvia divinorum	tobacco	1	2003-04-01	2003
salvia divinorum	lsd	1	2003-10-01	2003
salvia divinorum	banisteriopsis caapi	1	2003-07-01	2003
salvia divinorum	cannabis	1	2004-12-01	2004
salvia divinorum	cannabis	1	2004-12-01	2004
salvia divinorum	cannabis	1	2004-11-01	2004
salvia divinorum	cannabis	1	2004-10-01	2004
salvia divinorum	cannabis	1	2004-10-01	2004
salvia divinorum	cannabis	1	2004-09-01	2004
salvia divinorum	cannabis	1	2004-08-01	2004
salvia divinorum	cannabis	1	2004-08-01	2004
salvia divinorum	cannabis	1	2004-08-01	2004
salvia divinorum	cannabis	1	2004-08-01	2004
salvia divinorum	cannabis	1	2004-08-01	2004
salvia divinorum	cannabis	1	2004-07-01	2004
salvia divinorum	cannabis	1	2004-07-01	2004
salvia divinorum	cannabis	1	2004-07-01	2004
salvia divinorum	cannabis	1	2004-06-01	2004
salvia divinorum	cannabis	1	2004-05-01	2004
salvia divinorum	cannabis	1	2004-04-01	2004
salvia divinorum	cannabis	1	2004-03-01	2004
salvia divinorum	cannabis	1	2004-03-01	2004
salvia divinorum	cannabis	1	2004-02-01	2004
salvia divinorum	cannabis	1	2004-02-01	2004
salvia divinorum	cannabis	1	2004-02-01	2004
salvia divinorum	cannabis	1	2004-01-01	2004
salvia divinorum	cannabis	1	2004-01-01	2004
salvia divinorum	alcohol	1	2004-12-01	2004
salvia divinorum	alcohol	1	2004-11-01	2004
salvia divinorum	alcohol	1	2004-11-01	2004
salvia divinorum	alcohol	1	2004-10-01	2004
salvia divinorum	alcohol	1	2004-08-01	2004
salvia divinorum	alcohol	1	2004-07-01	2004
salvia divinorum	alcohol	1	2004-04-01	2004
salvia divinorum	tobacco	1	2004-12-01	2004
salvia divinorum	tobacco	1	2004-08-01	2004
salvia divinorum	tobacco	1	2004-06-01	2004
salvia divinorum	tobacco	1	2004-03-01	2004
salvia divinorum	leonotis leonurus	1	2004-11-01	2004
salvia divinorum	leonotis leonurus	1	2004-11-01	2004
salvia divinorum	leonotis leonurus	1	2004-11-01	2004
salvia divinorum	leonotis leonurus	1	2004-02-01	2004
salvia divinorum	kratom	1	2004-12-01	2004
salvia divinorum	kratom	1	2004-08-01	2004
salvia divinorum	kratom	1	2004-03-01	2004
salvia divinorum	mushrooms	1	2004-10-01	2004
salvia divinorum	mushrooms	1	2004-08-01	2004
salvia divinorum	mushrooms	1	2004-06-01	2004
salvia divinorum	kava	1	2004-12-01	2004
salvia divinorum	kava	1	2004-03-01	2004
salvia divinorum	calea zacatechichi	1	2004-11-01	2004
salvia divinorum	calea zacatechichi	1	2004-01-01	2004
salvia divinorum	syrian rue	1	2004-03-01	2004
salvia divinorum	syrian rue	1	2004-03-01	2004
salvia divinorum	amphetamines	1	2004-12-01	2004
salvia divinorum	diazepam	1	2004-07-01	2004
salvia divinorum	lotus/lily	1	2004-12-01	2004
salvia divinorum	nitrous oxide	1	2004-05-01	2004
salvia divinorum	dxm	1	2004-03-01	2004
salvia divinorum	h.b. woodrose	1	2004-01-01	2004
salvia divinorum	cannabis	1	2005-12-01	2005
salvia divinorum	cannabis	1	2005-10-01	2005
salvia divinorum	cannabis	1	2005-10-01	2005
salvia divinorum	cannabis	1	2005-10-01	2005
salvia divinorum	cannabis	1	2005-09-01	2005
salvia divinorum	cannabis	1	2005-09-01	2005
salvia divinorum	cannabis	1	2005-08-01	2005
salvia divinorum	cannabis	1	2005-07-01	2005
salvia divinorum	cannabis	1	2005-07-01	2005
salvia divinorum	cannabis	1	2005-06-01	2005
salvia divinorum	cannabis	1	2005-06-01	2005
salvia divinorum	cannabis	1	2005-06-01	2005
salvia divinorum	cannabis	1	2005-03-01	2005
salvia divinorum	cannabis	1	2005-02-01	2005
salvia divinorum	cannabis	1	2005-02-01	2005
salvia divinorum	cannabis	1	2005-01-01	2005
salvia divinorum	cannabis	1	2005-01-01	2005
salvia divinorum	alcohol	1	2005-10-01	2005
salvia divinorum	alcohol	1	2005-10-01	2005
salvia divinorum	alcohol	1	2005-08-01	2005
salvia divinorum	alcohol	1	2005-03-01	2005
salvia divinorum	alcohol	1	2005-01-01	2005
salvia divinorum	alcohol	1	2005-01-01	2005
salvia divinorum	lotus/lily	1	2005-11-01	2005
salvia divinorum	lotus/lily	1	2005-11-01	2005
salvia divinorum	lotus/lily	1	2005-07-01	2005
salvia divinorum	lotus/lily	1	2005-01-01	2005
salvia divinorum	mushrooms	1	2005-09-01	2005
salvia divinorum	mushrooms	1	2005-06-01	2005
salvia divinorum	mushrooms	1	2005-06-01	2005
salvia divinorum	syrian rue	1	2005-09-01	2005
salvia divinorum	syrian rue	1	2005-06-01	2005
salvia divinorum	syrian rue	1	2005-03-01	2005
salvia divinorum	calea zacatechichi	1	2005-10-01	2005
salvia divinorum	calea zacatechichi	1	2005-02-01	2005
salvia divinorum	amphetamines	1	2005-09-01	2005
salvia divinorum	amphetamines	1	2005-01-01	2005
salvia divinorum	dmt	1	2005-06-01	2005
salvia divinorum	dmt	1	2005-05-01	2005
salvia divinorum	lsd	1	2005-08-01	2005
salvia divinorum	h.b. woodrose	1	2005-07-01	2005
salvia divinorum	amanitas	1	2005-10-01	2005
salvia divinorum	nitrous oxide	1	2005-06-01	2005
salvia divinorum	bupropion	1	2005-01-01	2005
salvia divinorum	cannabis	1	2006-12-01	2006
salvia divinorum	cannabis	1	2006-10-01	2006
salvia divinorum	cannabis	1	2006-09-01	2006
salvia divinorum	cannabis	1	2006-09-01	2006
salvia divinorum	cannabis	1	2006-07-01	2006
salvia divinorum	cannabis	1	2006-07-01	2006
salvia divinorum	cannabis	1	2006-07-01	2006
salvia divinorum	cannabis	1	2006-06-01	2006
salvia divinorum	cannabis	1	2006-06-01	2006
salvia divinorum	cannabis	1	2006-06-01	2006
salvia divinorum	cannabis	1	2006-04-01	2006
salvia divinorum	cannabis	1	2006-04-01	2006
salvia divinorum	cannabis	1	2006-04-01	2006
salvia divinorum	cannabis	1	2006-04-01	2006
salvia divinorum	cannabis	1	2006-04-01	2006
salvia divinorum	cannabis	1	2006-04-01	2006
salvia divinorum	cannabis	1	2006-03-01	2006
salvia divinorum	alcohol	1	2006-09-01	2006
salvia divinorum	alcohol	1	2006-07-01	2006
salvia divinorum	alcohol	1	2006-06-01	2006
salvia divinorum	alcohol	1	2006-06-01	2006
salvia divinorum	alcohol	1	2006-06-01	2006
salvia divinorum	alcohol	1	2006-05-01	2006
salvia divinorum	alcohol	1	2006-05-01	2006
salvia divinorum	alcohol	1	2006-04-01	2006
salvia divinorum	alcohol	1	2006-04-01	2006
salvia divinorum	alcohol	1	2006-04-01	2006
salvia divinorum	alcohol	1	2006-04-01	2006
salvia divinorum	alcohol	1	2006-04-01	2006
salvia divinorum	alcohol	1	2006-03-01	2006
salvia divinorum	alcohol	1	2006-03-01	2006
salvia divinorum	mushrooms	1	2006-09-01	2006
salvia divinorum	mushrooms	1	2006-07-01	2006
salvia divinorum	mushrooms	1	2006-04-01	2006
salvia divinorum	mushrooms	1	2006-04-01	2006
salvia divinorum	mushrooms	1	2006-02-01	2006
salvia divinorum	amanitas	1	2006-10-01	2006
salvia divinorum	amanitas	1	2006-10-01	2006
salvia divinorum	amanitas	1	2006-03-01	2006
salvia divinorum	dmt	1	2006-09-01	2006
salvia divinorum	dmt	1	2006-06-01	2006
salvia divinorum	dmt	1	2006-04-01	2006
salvia divinorum	lotus/lily	1	2006-09-01	2006
salvia divinorum	lotus/lily	1	2006-07-01	2006
salvia divinorum	nitrous oxide	1	2006-07-01	2006
salvia divinorum	nitrous oxide	1	2006-03-01	2006
salvia divinorum	lsd	1	2006-06-01	2006
salvia divinorum	lsd	1	2006-03-01	2006
salvia divinorum	mdma	1	2006-09-01	2006
salvia divinorum	diazepam	1	2006-08-01	2006
salvia divinorum	kratom	1	2006-11-01	2006
salvia divinorum	h.b. woodrose	1	2006-06-01	2006
salvia divinorum	tobacco	1	2006-06-01	2006
salvia divinorum	kava	1	2006-12-01	2006
salvia divinorum	banisteriopsis caapi	1	2006-03-01	2006
salvia divinorum	leonotis leonurus	1	2006-03-01	2006
salvia divinorum	undefined	1	2006-03-01	2006
salvia divinorum	cannabis	1	2007-12-01	2007
salvia divinorum	cannabis	1	2007-12-01	2007
salvia divinorum	cannabis	1	2007-11-01	2007
salvia divinorum	cannabis	1	2007-11-01	2007
salvia divinorum	cannabis	1	2007-11-01	2007
salvia divinorum	cannabis	1	2007-11-01	2007
salvia divinorum	cannabis	1	2007-11-01	2007
salvia divinorum	cannabis	1	2007-11-01	2007
salvia divinorum	cannabis	1	2007-11-01	2007
salvia divinorum	cannabis	1	2007-10-01	2007
salvia divinorum	cannabis	1	2007-10-01	2007
salvia divinorum	cannabis	1	2007-10-01	2007
salvia divinorum	cannabis	1	2007-10-01	2007
salvia divinorum	cannabis	1	2007-10-01	2007
salvia divinorum	cannabis	1	2007-09-01	2007
salvia divinorum	cannabis	1	2007-09-01	2007
salvia divinorum	cannabis	1	2007-09-01	2007
salvia divinorum	cannabis	1	2007-09-01	2007
salvia divinorum	cannabis	1	2007-09-01	2007
salvia divinorum	cannabis	1	2007-09-01	2007
salvia divinorum	cannabis	1	2007-09-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-08-01	2007
salvia divinorum	cannabis	1	2007-07-01	2007
salvia divinorum	cannabis	1	2007-07-01	2007
salvia divinorum	cannabis	1	2007-07-01	2007
salvia divinorum	cannabis	1	2007-07-01	2007
salvia divinorum	cannabis	1	2007-05-01	2007
salvia divinorum	cannabis	1	2007-05-01	2007
salvia divinorum	cannabis	1	2007-05-01	2007
salvia divinorum	cannabis	1	2007-05-01	2007
salvia divinorum	cannabis	1	2007-05-01	2007
salvia divinorum	cannabis	1	2007-04-01	2007
salvia divinorum	cannabis	1	2007-03-01	2007
salvia divinorum	cannabis	1	2007-03-01	2007
salvia divinorum	cannabis	1	2007-02-01	2007
salvia divinorum	cannabis	1	2007-02-01	2007
salvia divinorum	cannabis	1	2007-01-01	2007
salvia divinorum	cannabis	1	2007-01-01	2007
salvia divinorum	alcohol	1	2007-11-01	2007
salvia divinorum	alcohol	1	2007-10-01	2007
salvia divinorum	alcohol	1	2007-10-01	2007
salvia divinorum	alcohol	1	2007-10-01	2007
salvia divinorum	alcohol	1	2007-09-01	2007
salvia divinorum	alcohol	1	2007-09-01	2007
salvia divinorum	alcohol	1	2007-09-01	2007
salvia divinorum	alcohol	1	2007-08-01	2007
salvia divinorum	alcohol	1	2007-07-01	2007
salvia divinorum	alcohol	1	2007-06-01	2007
salvia divinorum	alcohol	1	2007-05-01	2007
salvia divinorum	alcohol	1	2007-05-01	2007
salvia divinorum	alcohol	1	2007-05-01	2007
salvia divinorum	alcohol	1	2007-01-01	2007
salvia divinorum	tobacco	1	2007-12-01	2007
salvia divinorum	tobacco	1	2007-11-01	2007
salvia divinorum	tobacco	1	2007-01-01	2007
salvia divinorum	leonotis leonurus	1	2007-11-01	2007
salvia divinorum	leonotis leonurus	1	2007-04-01	2007
salvia divinorum	2c-i	1	2007-11-01	2007
salvia divinorum	2c-i	1	2007-03-01	2007
salvia divinorum	amanitas	1	2007-12-01	2007
salvia divinorum	amanitas	1	2007-01-01	2007
salvia divinorum	syrian rue	1	2007-10-01	2007
salvia divinorum	syrian rue	1	2007-02-01	2007
salvia divinorum	bupropion	1	2007-09-01	2007
salvia divinorum	bupropion	1	2007-06-01	2007
salvia divinorum	mushrooms	1	2007-04-01	2007
salvia divinorum	mushrooms	1	2007-02-01	2007
salvia divinorum	lsd	1	2007-11-01	2007
salvia divinorum	amphetamines	1	2007-11-01	2007
salvia divinorum	kava	1	2007-01-01	2007
salvia divinorum	dxm	1	2007-11-01	2007
salvia divinorum	methamphetamine	1	2007-09-01	2007
salvia divinorum	calea zacatechichi	1	2007-08-01	2007
salvia divinorum	mdma	1	2007-08-01	2007
salvia divinorum	nitrous oxide	1	2007-08-01	2007
salvia divinorum	h.b. woodrose	1	2007-02-01	2007
salvia divinorum	5-meo-dmt	1	2007-02-01	2007
salvia divinorum	cannabis	1	2008-10-01	2008
salvia divinorum	cannabis	1	2008-10-01	2008
salvia divinorum	cannabis	1	2008-10-01	2008
salvia divinorum	cannabis	1	2008-09-01	2008
salvia divinorum	cannabis	1	2008-09-01	2008
salvia divinorum	cannabis	1	2008-09-01	2008
salvia divinorum	cannabis	1	2008-08-01	2008
salvia divinorum	cannabis	1	2008-07-01	2008
salvia divinorum	cannabis	1	2008-07-01	2008
salvia divinorum	cannabis	1	2008-07-01	2008
salvia divinorum	cannabis	1	2008-06-01	2008
salvia divinorum	cannabis	1	2008-05-01	2008
salvia divinorum	cannabis	1	2008-04-01	2008
salvia divinorum	cannabis	1	2008-01-01	2008
salvia divinorum	cannabis	1	2008-01-01	2008
salvia divinorum	cannabis	1	2008-01-01	2008
salvia divinorum	cannabis	1	2008-01-01	2008
salvia divinorum	alcohol	1	2008-11-01	2008
salvia divinorum	alcohol	1	2008-10-01	2008
salvia divinorum	alcohol	1	2008-10-01	2008
salvia divinorum	alcohol	1	2008-07-01	2008
salvia divinorum	alcohol	1	2008-07-01	2008
salvia divinorum	alcohol	1	2008-07-01	2008
salvia divinorum	alcohol	1	2008-06-01	2008
salvia divinorum	alcohol	1	2008-05-01	2008
salvia divinorum	alcohol	1	2008-04-01	2008
salvia divinorum	alcohol	1	2008-02-01	2008
salvia divinorum	nitrous oxide	1	2008-10-01	2008
salvia divinorum	nitrous oxide	1	2008-09-01	2008
salvia divinorum	nitrous oxide	1	2008-07-01	2008
salvia divinorum	nitrous oxide	1	2008-05-01	2008
salvia divinorum	nitrous oxide	1	2008-03-01	2008
salvia divinorum	dxm	1	2008-12-01	2008
salvia divinorum	dxm	1	2008-05-01	2008
salvia divinorum	tobacco	1	2008-11-01	2008
salvia divinorum	tobacco	1	2008-03-01	2008
salvia divinorum	lsd	1	2008-11-01	2008
salvia divinorum	lsd	1	2008-07-01	2008
salvia divinorum	2c-i	1	2008-11-01	2008
salvia divinorum	2c-i	1	2008-09-01	2008
salvia divinorum	lotus/lily	1	2008-04-01	2008
salvia divinorum	lotus/lily	1	2008-01-01	2008
salvia divinorum	h.b. woodrose	1	2008-08-01	2008
salvia divinorum	bupropion	1	2008-10-01	2008
salvia divinorum	syrian rue	1	2008-11-01	2008
salvia divinorum	mdma	1	2008-09-01	2008
salvia divinorum	mushrooms	1	2008-06-01	2008
salvia divinorum	kratom	1	2008-05-01	2008
salvia divinorum	amanitas	1	2008-12-01	2008
salvia divinorum	cannabis	1	2009-12-01	2009
salvia divinorum	cannabis	1	2009-12-01	2009
salvia divinorum	cannabis	1	2009-12-01	2009
salvia divinorum	cannabis	1	2009-11-01	2009
salvia divinorum	cannabis	1	2009-11-01	2009
salvia divinorum	cannabis	1	2009-09-01	2009
salvia divinorum	cannabis	1	2009-09-01	2009
salvia divinorum	cannabis	1	2009-08-01	2009
salvia divinorum	cannabis	1	2009-08-01	2009
salvia divinorum	cannabis	1	2009-07-01	2009
salvia divinorum	cannabis	1	2009-07-01	2009
salvia divinorum	cannabis	1	2009-07-01	2009
salvia divinorum	cannabis	1	2009-05-01	2009
salvia divinorum	cannabis	1	2009-03-01	2009
salvia divinorum	mushrooms	1	2009-10-01	2009
salvia divinorum	mushrooms	1	2009-08-01	2009
salvia divinorum	mushrooms	1	2009-05-01	2009
salvia divinorum	mushrooms	1	2009-03-01	2009
salvia divinorum	mushrooms	1	2009-03-01	2009
salvia divinorum	dxm	1	2009-12-01	2009
salvia divinorum	dxm	1	2009-10-01	2009
salvia divinorum	dxm	1	2009-03-01	2009
salvia divinorum	alcohol	1	2009-10-01	2009
salvia divinorum	alcohol	1	2009-09-01	2009
salvia divinorum	alcohol	1	2009-08-01	2009
salvia divinorum	h.b. woodrose	1	2009-09-01	2009
salvia divinorum	h.b. woodrose	1	2009-02-01	2009
salvia divinorum	amphetamines	1	2009-07-01	2009
salvia divinorum	amphetamines	1	2009-03-01	2009
salvia divinorum	dmt	1	2009-11-01	2009
salvia divinorum	dmt	1	2009-07-01	2009
salvia divinorum	lsd	1	2009-07-01	2009
salvia divinorum	lotus/lily	1	2009-11-01	2009
salvia divinorum	nitrous oxide	1	2009-12-01	2009
salvia divinorum	amanitas	1	2009-05-01	2009
salvia divinorum	kava	1	2009-03-01	2009
salvia divinorum	syrian rue	1	2009-02-01	2009
salvia divinorum	tobacco	1	2009-01-01	2009
salvia divinorum	cannabis	1	2010-08-01	2010
salvia divinorum	cannabis	1	2010-07-01	2010
salvia divinorum	cannabis	1	2010-06-01	2010
salvia divinorum	cannabis	1	2010-03-01	2010
salvia divinorum	cannabis	1	2010-02-01	2010
salvia divinorum	alcohol	1	2010-12-01	2010
salvia divinorum	alcohol	1	2010-12-01	2010
salvia divinorum	alcohol	1	2010-06-01	2010
salvia divinorum	alcohol	1	2010-05-01	2010
salvia divinorum	h.b. woodrose	1	2010-10-01	2010
salvia divinorum	h.b. woodrose	1	2010-03-01	2010
salvia divinorum	mushrooms	1	2010-12-01	2010
salvia divinorum	mushrooms	1	2010-03-01	2010
salvia divinorum	diazepam	1	2010-09-01	2010
salvia divinorum	kratom	1	2010-09-01	2010
salvia divinorum	amphetamines	1	2010-08-01	2010
salvia divinorum	kava	1	2010-10-01	2010
salvia divinorum	undefined	1	2010-02-01	2010
salvia divinorum	nitrous oxide	1	2010-03-01	2010
salvia divinorum	dmt	1	2010-03-01	2010
salvia divinorum	mdma	1	2010-07-01	2010
salvia divinorum	cannabis	1	2011-03-01	2011
salvia divinorum	cannabis	1	2011-03-01	2011
salvia divinorum	cannabis	1	2011-03-01	2011
salvia divinorum	h.b. woodrose	1	2011-12-01	2011
salvia divinorum	alcohol	1	2011-08-01	2011
salvia divinorum	dmt	1	2011-07-01	2011
salvia divinorum	banisteriopsis caapi	1	2011-06-01	2011
salvia divinorum	cannabis	1	2012-12-01	2012
salvia divinorum	cannabis	1	2012-03-01	2012
salvia divinorum	lsd	1	2012-10-01	2012
salvia divinorum	tobacco	1	2012-10-01	2012
salvia divinorum	nitrous oxide	1	2012-10-01	2012
salvia divinorum	cannabis	1	2013-02-01	2013
salvia divinorum	cannabis	1	2013-01-01	2013
salvia divinorum	undefined	1	2013-04-01	2013
salvia divinorum	alcohol	1	2013-06-01	2013
salvia divinorum	h.b. woodrose	1	2014-01-01	2014
salvia divinorum	cannabis	1	2014-01-01	2014
salvia divinorum	alcohol	1	2014-02-01	2014
